owl2dl_profile_violation,annotation_property_count,obj_property_count_incl,tboxrbox_size_incl,signature_size,owl2_rl,reasoner_jar,indiv_count,axiom_types_incl,rule_ct_incl,anno_ct,experiment_version,tbox_nominals,filepath,AL,datatypes_count_incl,experiment_date,owl2,signature_size_incl,ax_complexrhs_ct,owl2_ql,param_ontfile,param_reasoner,avg_size_complexrhs,logical_axiom_count,filename,owl2_el,class_count,logical_axiom_count_incl,peak_memory_usage,jar_name,avg_size_complexrhs_incl,dt_builtin_ct,dataproperty_count_incl,dt_notbuiltin_ct,reasoner_class,rdfs,abox_nominals_incl,filesize,owlapi_version,obj_property_count,valid_imports,constructs,dt_builtin_ct_incl,rbox_size,tbox_nominals_incl,ax_complexrhs_ct_incl,dataproperty_count,abox_size_incl,indiv_count_incl,tbox_size,owl2_dl,rbox_size_incl,rule_ct,reasoner,tboxrbox_size,axiom_type_count,tbox_size_incl,abox_nominals,experiment_runid,datatypes_count,experiment_id,axiom_types,axiom_type_count_incl,dt_notbuiltin_ct_incl,class_count_incl,constructs_incl,reasoner_timeout,abox_size,inf_hier_directory,fixed_profile_violations
,0,11,1055,387,0,metrics.jar,0,EquivalentClasses ObjectPropertyDomain Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIF(D),0,2017/3/31 10:19,1,387,671,0,/home/zeus/experiments/bpdownload/repo/owlxml/plio.protein-ligand-interaction-ontology.1.owl.xml,hermit,1,1055,plio.protein-ligand-interaction-ontology.1.owl.xml,0,376,1055,280084280,metrics.jar,1,0,0,0,ReasonerFactory,0,0,468368,metrics.jar,11,,E AL ,0,0,0,671,0,0,0,1055,1,0,0,,1055,EquivalentClasses:671 ObjectPropertyDomain:9 Declaration:386 SubClassOf:375 ,1055,0,2.7631E+15,0,OntologyMetricsGathering,EquivalentClasses ObjectPropertyDomain Declaration SubClassOf ,EquivalentClasses:671 ObjectPropertyDomain:9 Declaration:386 SubClassOf:375 ,0,376,E AL ,20000000,0,null,
,0,2,10,9,1,metrics.jar,0,ObjectPropertyDomain DataPropertyDomain DataPropertyRange Declaration ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIF(D),1,2017/3/31 10:19,1,9,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/pma.portfolio-management-application.4.owl.xml,hermit,NaN,10,pma.portfolio-management-application.4.owl.xml,1,2,10,235375216,metrics.jar,NaN,1,4,0,ReasonerFactory,1,0,3972,metrics.jar,2,,D AL ,1,0,0,0,4,0,0,10,1,0,0,,10,ObjectPropertyDomain:2 DataPropertyDomain:4 DataPropertyRange:4 Declaration:8 ,10,0,2.7631E+15,1,OntologyMetricsGathering,ObjectPropertyDomain DataPropertyDomain DataPropertyRange Declaration ,ObjectPropertyDomain:2 DataPropertyDomain:4 DataPropertyRange:4 Declaration:8 ,0,2,D AL ,20000000,0,null,
,0,14,163,151,0,metrics.jar,0,ObjectPropertyDomain Declaration SubClassOf ObjectPropertyRange ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIF(D),0,2017/3/31 10:19,1,151,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/pmr.physical-medicine-and-rehabilitation.3.owl.xml,hermit,NaN,163,pmr.physical-medicine-and-rehabilitation.3.owl.xml,0,137,163,236261512,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,34609,metrics.jar,14,,U AL ,0,0,0,0,0,0,0,163,1,0,0,,163,ObjectPropertyDomain:14 Declaration:151 SubClassOf:135 ObjectPropertyRange:14 ,163,0,2.7631E+15,0,OntologyMetricsGathering,ObjectPropertyDomain Declaration SubClassOf ObjectPropertyRange ,ObjectPropertyDomain:14 Declaration:151 SubClassOf:135 ObjectPropertyRange:14 ,0,137,U AL ,20000000,0,null,
,0,11,2869,1645,0,metrics.jar,0,EquivalentClasses TransitiveObjectProperty DisjointClasses SubPropertyChainOf Declaration SubClassOf InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:19,1,1645,1072,0,/home/zeus/experiments/bpdownload/repo/owlxml/po.plant-ontology.15.owl.xml,hermit,1.074626866,2869,po.plant-ontology.15.owl.xml,0,1634,2869,409326640,metrics.jar,1.074626866,0,0,0,ReasonerFactory,0,0,812219,metrics.jar,11,,R S I ,0,6,0,1072,0,0,0,2863,1,6,0,,2869,EquivalentClasses:80 TransitiveObjectProperty:4 DisjointClasses:36 SubPropertyChainOf:1 Declaration:1645 SubClassOf:2747 InverseObjectProperties:1 ,2863,0,2.7631E+15,0,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty DisjointClasses SubPropertyChainOf Declaration SubClassOf InverseObjectProperties ,EquivalentClasses:80 TransitiveObjectProperty:4 DisjointClasses:36 SubPropertyChainOf:1 Declaration:1645 SubClassOf:2747 InverseObjectProperties:1 ,0,1634,R S I ,20000000,0,null,
,0,69,1515,993,0,metrics.jar,2,EquivalentClasses TransitiveObjectProperty SubObjectPropertyOf SubPropertyChainOf SymmetricObjectProperty DisjointUnion SubClassOf ClassAssertion ObjectPropertyRange ObjectPropertyDomain DisjointClasses Declaration InverseObjectProperties ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:19,1,993,347,0,/home/zeus/experiments/bpdownload/repo/owlxml/poro.porifera-ontology.8.owl.xml,hermit,1.236467236,1517,poro.porifera-ontology.8.owl.xml,0,922,1517,323386240,metrics.jar,1.236467236,0,0,0,ReasonerFactory,0,0,433190,metrics.jar,69,,Q R S I ,0,101,0,347,0,2,2,1414,1,101,0,,1515,EquivalentClasses:69 TransitiveObjectProperty:10 SubObjectPropertyOf:56 SubPropertyChainOf:21 SymmetricObjectProperty:2 DisjointUnion:2 SubClassOf:1306 ClassAssertion:2 ObjectPropertyRange:12 ObjectPropertyDomain:11 DisjointClasses:14 Declaration:992 InverseObjectProperties:12 ,1414,0,2.76311E+15,0,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty SubObjectPropertyOf SubPropertyChainOf SymmetricObjectProperty DisjointUnion SubClassOf ClassAssertion ObjectPropertyRange ObjectPropertyDomain DisjointClasses Declaration InverseObjectProperties ,EquivalentClasses:69 TransitiveObjectProperty:10 SubObjectPropertyOf:56 SubPropertyChainOf:21 SymmetricObjectProperty:2 DisjointUnion:2 SubClassOf:1306 ClassAssertion:2 ObjectPropertyRange:12 ObjectPropertyDomain:11 DisjointClasses:14 Declaration:992 InverseObjectProperties:12 ,0,922,Q R S I ,20000000,2,null,
,0,4,22,19,0,metrics.jar,0,ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:19,1,19,3,0,/home/zeus/experiments/bpdownload/repo/owlxml/pp.pipeline-patterns-ontology.1.owl.xml,hermit,1,22,pp.pipeline-patterns-ontology.1.owl.xml,0,15,22,235263944,metrics.jar,1,0,0,0,ReasonerFactory,0,0,5828,metrics.jar,4,,Q C AL ,0,0,0,3,0,0,0,22,1,0,0,,22,ObjectPropertyDomain:4 DisjointClasses:1 Declaration:18 SubClassOf:13 ObjectPropertyRange:4 ,22,0,2.76311E+15,0,OntologyMetricsGathering,ObjectPropertyDomain DisjointClasses Declaration SubClassOf ObjectPropertyRange ,ObjectPropertyDomain:4 DisjointClasses:1 Declaration:18 SubClassOf:13 ObjectPropertyRange:4 ,0,15,Q C AL ,20000000,0,null,
,0,16,881440,304060,0,metrics.jar,0,EquivalentClasses TransitiveObjectProperty ObjectPropertyDomain DisjointClasses SymmetricObjectProperty Declaration SubClassOf ObjectPropertyRange ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:19,1,304060,494053,0,/home/zeus/experiments/bpdownload/repo/owlxml/pr.protein-ontology.69.owl.xml,hermit,1.314729391,881440,pr.protein-ontology.69.owl.xml,0,304044,881440,10467129624,metrics.jar,1.314729391,0,0,0,ReasonerFactory,0,0,283175209,metrics.jar,16,,Q S I ,0,7,0,494053,0,0,0,881433,1,7,0,,881440,EquivalentClasses:120121 TransitiveObjectProperty:6 ObjectPropertyDomain:1 DisjointClasses:703 SymmetricObjectProperty:1 Declaration:304060 SubClassOf:760607 ObjectPropertyRange:1 ,881433,0,2.76311E+15,0,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty ObjectPropertyDomain DisjointClasses SymmetricObjectProperty Declaration SubClassOf ObjectPropertyRange ,EquivalentClasses:120121 TransitiveObjectProperty:6 ObjectPropertyDomain:1 DisjointClasses:703 SymmetricObjectProperty:1 Declaration:304060 SubClassOf:760607 ObjectPropertyRange:1 ,0,304044,Q S I ,20000000,0,null,
InsufficientIndividuals:1 ,0,308,5043,5105,0,metrics.jar,1226,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),4,2017/3/31 10:20,1,5105,765,0,/home/zeus/experiments/bpdownload/repo/owlxml/procchemical.chemical-process.1.owl.xml,hermit,1,7575,procchemical.chemical-process.1.owl.xml,0,3535,7575,583994928,metrics.jar,1,4,32,0,ReasonerFactory,0,0,2420276,metrics.jar,308,,S D H I N O ,4,187,1,765,32,2532,1226,4856,0,187,0,,5043,EquivalentClasses:333 TransitiveObjectProperty:5 SameIndividual:178 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4209 ObjectPropertyRange:156 ClassAssertion:1362 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:63 DataPropertyDomain:13 Declaration:5100 InverseObjectProperties:16 DifferentIndividuals:84 ObjectPropertyAssertion:579 ,4856,0,2.7632E+15,4,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty SameIndividual SubObjectPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion EquivalentObjectProperties ObjectPropertyDomain EquivalentDataProperties DisjointClasses DataPropertyDomain Declaration InverseObjectProperties DifferentIndividuals ObjectPropertyAssertion ,EquivalentClasses:333 TransitiveObjectProperty:5 SameIndividual:178 SubObjectPropertyOf:119 SymmetricObjectProperty:3 DataPropertyRange:18 SubClassOf:4209 ObjectPropertyRange:156 ClassAssertion:1362 DataPropertyAssertion:329 EquivalentObjectProperties:40 ObjectPropertyDomain:64 EquivalentDataProperties:4 DisjointClasses:63 DataPropertyDomain:13 Declaration:5100 InverseObjectProperties:16 DifferentIndividuals:84 ObjectPropertyAssertion:579 ,0,3535,S D H I N O ,20000000,2532,null,
UseOfNonSimplePropertyInCardinalityRestriction:4 ,0,34,636,491,0,metrics.jar,46,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion ObjectPropertyDomain DataPropertyDomain Declaration FunctionalDataProperty InverseFunctionalObjectProperty InverseObjectProperties ObjectPropertyAssertion ,0,0,1.0.0.0,1,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),5,2017/3/31 10:20,1,491,142,0,/home/zeus/experiments/bpdownload/repo/owlxml/propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,hermit,1.232394366,732,propreo.proteomics-data-and-process-provenance-ontology.2.owl.xml,0,401,732,280779784,metrics.jar,1.232394366,5,5,0,ReasonerFactory,0,0,172437,metrics.jar,34,,S D H I N O ,5,29,1,142,5,96,46,607,0,29,0,,636,EquivalentClasses:34 TransitiveObjectProperty:8 FunctionalObjectProperty:4 SubObjectPropertyOf:20 DataPropertyRange:4 SubClassOf:509 ObjectPropertyRange:24 ClassAssertion:46 DataPropertyAssertion:36 ObjectPropertyDomain:25 DataPropertyDomain:5 Declaration:485 FunctionalDataProperty:1 InverseFunctionalObjectProperty:1 InverseObjectProperties:1 ObjectPropertyAssertion:14 ,607,0,2.7632E+15,5,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty SubObjectPropertyOf DataPropertyRange SubClassOf ObjectPropertyRange ClassAssertion DataPropertyAssertion ObjectPropertyDomain DataPropertyDomain Declaration FunctionalDataProperty InverseFunctionalObjectProperty InverseObjectProperties ObjectPropertyAssertion ,EquivalentClasses:34 TransitiveObjectProperty:8 FunctionalObjectProperty:4 SubObjectPropertyOf:20 DataPropertyRange:4 SubClassOf:509 ObjectPropertyRange:24 ClassAssertion:46 DataPropertyAssertion:36 ObjectPropertyDomain:25 DataPropertyDomain:5 Declaration:485 FunctionalDataProperty:1 InverseFunctionalObjectProperty:1 InverseObjectProperties:1 ObjectPropertyAssertion:14 ,0,401,S D H I N O ,20000000,96,null,
,0,44,179,85,0,metrics.jar,3,ObjectPropertyDomain SubObjectPropertyOf SubPropertyChainOf DisjointClasses DataPropertyRange DataPropertyDomain Declaration ObjectPropertyRange SubClassOf InverseObjectProperties ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),1,2017/3/31 10:20,1,85,1,0,/home/zeus/experiments/bpdownload/repo/owlxml/provo.provenance-ontology.124.owl.xml,hermit,1,181,provo.provenance-ontology.124.owl.xml,0,31,181,236746064,metrics.jar,1,1,6,0,ReasonerFactory,0,0,45750,metrics.jar,44,,R C D I AL N ,1,49,0,1,6,2,3,130,1,49,0,,179,ObjectPropertyDomain:45 SubObjectPropertyOf:33 SubPropertyChainOf:13 DisjointClasses:4 DataPropertyRange:5 DataPropertyDomain:6 Declaration:83 ObjectPropertyRange:41 SubClassOf:29 InverseObjectProperties:3 ObjectPropertyAssertion:2 ,130,0,2.7632E+15,1,OntologyMetricsGathering,ObjectPropertyDomain SubObjectPropertyOf SubPropertyChainOf DisjointClasses DataPropertyRange DataPropertyDomain Declaration ObjectPropertyRange SubClassOf InverseObjectProperties ObjectPropertyAssertion ,ObjectPropertyDomain:45 SubObjectPropertyOf:33 SubPropertyChainOf:13 DisjointClasses:4 DataPropertyRange:5 DataPropertyDomain:6 Declaration:83 ObjectPropertyRange:41 SubClassOf:29 InverseObjectProperties:3 ObjectPropertyAssertion:2 ,0,31,R C D I AL N ,20000000,2,null,
,0,5,314,295,0,metrics.jar,0,TransitiveObjectProperty SubPropertyChainOf Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:20,1,295,18,0,/home/zeus/experiments/bpdownload/repo/owlxml/psds.plant-structure-development-stage.6.owl.xml,hermit,1,314,psds.plant-structure-development-stage.6.owl.xml,1,290,314,236665160,metrics.jar,1,0,0,0,ReasonerFactory,0,0,85556,metrics.jar,5,,R E AL TRAN ,0,4,0,18,0,0,0,310,1,4,0,,314,TransitiveObjectProperty:3 SubPropertyChainOf:1 Declaration:295 SubClassOf:310 ,310,0,2.7632E+15,0,OntologyMetricsGathering,TransitiveObjectProperty SubPropertyChainOf Declaration SubClassOf ,TransitiveObjectProperty:3 SubPropertyChainOf:1 Declaration:295 SubClassOf:310 ,0,290,R E AL TRAN ,20000000,0,null,
,0,0,19,23,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:20,1,23,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/pseudo.pseudogene.1.owl.xml,hermit,NaN,19,pseudo.pseudogene.1.owl.xml,1,23,19,235366176,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,6381,metrics.jar,0,,AL ,0,0,0,0,0,0,0,19,1,0,0,,19,Declaration:23 SubClassOf:19 ,19,0,2.7632E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:23 SubClassOf:19 ,0,23,AL ,20000000,0,null,
,0,4,3587,1934,0,metrics.jar,0,TransitiveObjectProperty Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:20,1,1934,109,0,/home/zeus/experiments/bpdownload/repo/owlxml/psimod.protein-modification-ontology.4.owl.xml,hermit,1,3587,psimod.protein-modification-ontology.4.owl.xml,1,1930,3587,280338696,metrics.jar,1,0,0,0,ReasonerFactory,0,0,793550,metrics.jar,4,,E AL TRAN ,0,4,0,109,0,0,0,3583,1,4,0,,3587,TransitiveObjectProperty:4 Declaration:1934 SubClassOf:3583 ,3583,0,2.7632E+15,0,OntologyMetricsGathering,TransitiveObjectProperty Declaration SubClassOf ,TransitiveObjectProperty:4 Declaration:1934 SubClassOf:3583 ,0,1930,E AL TRAN ,20000000,0,null,
,0,1,1675,1385,0,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIN(D),0,2017/3/31 10:20,1,1385,45,1,/home/zeus/experiments/bpdownload/repo/owlxml/pto.plant-trait-ontology.426.owl.xml,hermit,1,1675,pto.plant-trait-ontology.426.owl.xml,1,1384,1675,237415320,metrics.jar,1,0,0,0,ReasonerFactory,0,0,425096,metrics.jar,1,,E AL ,0,0,0,45,0,0,0,1675,1,0,0,,1675,Declaration:1385 SubClassOf:1675 ,1675,0,2.7632E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:1385 SubClassOf:1675 ,0,1384,E AL ,20000000,0,null,
,0,0,24,25,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIQ,0,2017/3/31 10:20,1,25,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/ptrans.pathogen-transmission-ontology.14.owl.xml,hermit,NaN,24,ptrans.pathogen-transmission-ontology.14.owl.xml,1,25,24,235477624,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,7568,metrics.jar,0,,AL ,0,0,0,0,0,0,0,24,1,0,0,,24,Declaration:25 SubClassOf:24 ,24,0,2.7632E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:25 SubClassOf:24 ,0,25,AL ,20000000,0,null,
,0,1,3258,2602,0,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIQ(D),0,2017/3/31 10:20,1,2602,136,1,/home/zeus/experiments/bpdownload/repo/owlxml/pw.pathway-ontology.71.owl.xml,hermit,1,3258,pw.pathway-ontology.71.owl.xml,1,2601,3258,280280352,metrics.jar,1,0,0,0,ReasonerFactory,0,0,823610,metrics.jar,1,,E AL ,0,0,0,136,0,0,0,3258,1,0,0,,3258,Declaration:2602 SubClassOf:3258 ,3258,0,2.76321E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:2602 SubClassOf:3258 ,0,2601,E AL ,20000000,0,null,
,0,25,1700233,313199,0,metrics.jar,0,EquivalentClasses TransitiveObjectProperty SubObjectPropertyOf Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIQ(D),0,2017/3/31 10:20,1,313199,1357641,0,/home/zeus/experiments/bpdownload/repo/owlxml/pxo.proteasix-ontology.10.owl.xml,hermit,1.029963739,1700233,pxo.proteasix-ontology.10.owl.xml,1,313174,1700233,10837511440,metrics.jar,1.029963739,0,0,0,ReasonerFactory,0,0,565680388,metrics.jar,25,,E H AL TRAN ,0,12,0,1357641,0,0,0,1700221,1,12,0,,1700233,EquivalentClasses:285 TransitiveObjectProperty:3 SubObjectPropertyOf:9 Declaration:313199 SubClassOf:1699936 ,1700221,0,2.76321E+15,0,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty SubObjectPropertyOf Declaration SubClassOf ,EquivalentClasses:285 TransitiveObjectProperty:3 SubObjectPropertyOf:9 Declaration:313199 SubClassOf:1699936 ,0,313174,E H AL TRAN ,20000000,0,null,
UseOfReservedVocabularyForClassIRI:3 ,0,54,1016,1382,0,metrics.jar,635,FunctionalObjectProperty DataPropertyRange ClassAssertion ObjectPropertyRange SubClassOf DataPropertyAssertion ObjectPropertyDomain DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIQ(D),3,2017/3/31 10:23,1,1382,36,0,/home/zeus/experiments/bpdownload/repo/owlxml/qibo.quantitative-imaging-biomarker-ontology.2.owl.xml,hermit,1,1699,qibo.quantitative-imaging-biomarker-ontology.2.owl.xml,0,619,1699,281001920,metrics.jar,1,3,71,0,ReasonerFactory,0,0,371274,metrics.jar,54,,D U F I AL ,3,17,0,36,71,683,635,999,0,17,0,,1016,FunctionalObjectProperty:44 DataPropertyRange:71 ClassAssertion:635 ObjectPropertyRange:39 SubClassOf:645 DataPropertyAssertion:47 ObjectPropertyDomain:45 DataPropertyDomain:52 Declaration:1378 FunctionalDataProperty:69 InverseObjectProperties:17 InverseFunctionalObjectProperty:34 ObjectPropertyAssertion:1 ,999,0,2.76337E+15,3,OntologyMetricsGathering,FunctionalObjectProperty DataPropertyRange ClassAssertion ObjectPropertyRange SubClassOf DataPropertyAssertion ObjectPropertyDomain DataPropertyDomain Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty ObjectPropertyAssertion ,FunctionalObjectProperty:44 DataPropertyRange:71 ClassAssertion:635 ObjectPropertyRange:39 SubClassOf:645 DataPropertyAssertion:47 ObjectPropertyDomain:45 DataPropertyDomain:52 Declaration:1378 FunctionalDataProperty:69 InverseObjectProperties:17 InverseFunctionalObjectProperty:34 ObjectPropertyAssertion:1 ,0,619,D U F I AL ,20000000,683,null,
UseOfUndeclaredClass:6 UseOfUndeclaredDatatype:3 DatatypeIRIAlsoUsedAsClassIRI:130 UseOfReservedVocabularyForClassIRI:5 ,0,57,398,389,0,metrics.jar,71,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty DatatypeDefinition SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange DataPropertyAssertion DisjointClasses Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHOIQ(D),12,2017/3/31 10:23,0,389,84,0,/home/zeus/experiments/bpdownload/repo/owlxml/qudt.quantities-units-dimensions-and-types-ontology.4.owl.xml,hermit,1,514,qudt.quantities-units-dimensions-and-types-ontology.4.owl.xml,0,205,514,280823592,metrics.jar,1,9,44,3,ReasonerFactory,0,0,144835,metrics.jar,57,,S D H I N ,9,47,0,84,44,116,71,351,0,47,0,,398,EquivalentClasses:3 TransitiveObjectProperty:1 FunctionalObjectProperty:6 DatatypeDefinition:1 SubObjectPropertyOf:26 SubDataPropertyOf:3 SymmetricObjectProperty:2 DataPropertyRange:40 SubClassOf:288 ClassAssertion:21 ObjectPropertyRange:2 DataPropertyAssertion:87 DisjointClasses:6 Declaration:372 FunctionalDataProperty:4 InverseObjectProperties:15 InverseFunctionalObjectProperty:1 ObjectPropertyAssertion:8 ,351,0,2.76338E+15,12,OntologyMetricsGathering,EquivalentClasses TransitiveObjectProperty FunctionalObjectProperty DatatypeDefinition SubObjectPropertyOf SubDataPropertyOf SymmetricObjectProperty DataPropertyRange SubClassOf ClassAssertion ObjectPropertyRange DataPropertyAssertion DisjointClasses Declaration FunctionalDataProperty InverseObjectProperties InverseFunctionalObjectProperty ObjectPropertyAssertion ,EquivalentClasses:3 TransitiveObjectProperty:1 FunctionalObjectProperty:6 DatatypeDefinition:1 SubObjectPropertyOf:26 SubDataPropertyOf:3 SymmetricObjectProperty:2 DataPropertyRange:40 SubClassOf:288 ClassAssertion:21 ObjectPropertyRange:2 DataPropertyAssertion:87 DisjointClasses:6 Declaration:372 FunctionalDataProperty:4 InverseObjectProperties:15 InverseFunctionalObjectProperty:1 ObjectPropertyAssertion:8 ,3,205,S D H I N ,20000000,116,null,
UseOfReservedVocabularyForClassIRI:2 ,0,56,46612,93463,0,metrics.jar,46938,DataPropertyAssertion FunctionalObjectProperty ObjectPropertyDomain SubObjectPropertyOf DataPropertyRange DataPropertyDomain Declaration FunctionalDataProperty SubClassOf ClassAssertion InverseObjectProperties ObjectPropertyAssertion ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SHQ(D),1,2017/3/31 10:23,1,93463,0,0,/home/zeus/experiments/bpdownload/repo/owlxml/radlex.radiology-lexicon.37.owl.xml,hermit,NaN,444628,radlex.radiology-lexicon.37.owl.xml,0,46433,444628,8718688552,metrics.jar,NaN,1,35,0,ReasonerFactory,0,0,92573514,metrics.jar,56,,D U F H I AL ,1,32,0,0,35,398016,46938,46580,0,32,0,,46612,DataPropertyAssertion:127996 FunctionalObjectProperty:4 ObjectPropertyDomain:54 SubObjectPropertyOf:12 DataPropertyRange:33 DataPropertyDomain:34 Declaration:93461 FunctionalDataProperty:26 SubClassOf:46429 ClassAssertion:46936 InverseObjectProperties:20 ObjectPropertyAssertion:223084 ,46580,0,2.76338E+15,1,OntologyMetricsGathering,DataPropertyAssertion FunctionalObjectProperty ObjectPropertyDomain SubObjectPropertyOf DataPropertyRange DataPropertyDomain Declaration FunctionalDataProperty SubClassOf ClassAssertion InverseObjectProperties ObjectPropertyAssertion ,DataPropertyAssertion:127996 FunctionalObjectProperty:4 ObjectPropertyDomain:54 SubObjectPropertyOf:12 DataPropertyRange:33 DataPropertyDomain:34 Declaration:93461 FunctionalDataProperty:26 SubClassOf:46429 ClassAssertion:46936 InverseObjectProperties:20 ObjectPropertyAssertion:223084 ,0,46433,D U F H I AL ,20000000,398016,null,
,0,0,350,280,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SI,0,2017/3/31 10:24,1,280,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/rao.rheumatoid-arthritis-ontology.1.owl.xml,hermit,NaN,350,rao.rheumatoid-arthritis-ontology.1.owl.xml,1,280,350,236260496,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,96114,metrics.jar,0,,AL ,0,0,0,0,0,0,0,350,1,0,0,,350,Declaration:280 SubClassOf:350 ,350,0,2.76342E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:280 SubClassOf:350 ,0,280,AL ,20000000,0,null,
,0,0,88824,88854,1,metrics.jar,0,Declaration SubClassOf ,0,0,1.0.0.0,0,/home/zeus/experiments/bpdownload/repo/owlxml,SI,0,2017/3/31 10:24,1,88854,0,1,/home/zeus/experiments/bpdownload/repo/owlxml/rctv2.read-clinical-terminology-version-2.1.owl.xml,hermit,NaN,88824,rctv2.read-clinical-terminology-version-2.1.owl.xml,1,88854,88824,1229039776,metrics.jar,NaN,0,0,0,ReasonerFactory,1,0,14925355,metrics.jar,0,,AL ,0,0,0,0,0,0,0,88824,1,0,0,,88824,Declaration:88854 SubClassOf:88824 ,88824,0,2.76342E+15,0,OntologyMetricsGathering,Declaration SubClassOf ,Declaration:88854 SubClassOf:88824 ,0,88854,AL ,20000000,0,null,
